Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
216.59	100.00	1197.1	0.00083538	3.2835	3.6511	21.916	43.387	83.630	1025.8	-0.017483	0.00027276	0.18454	liquid
218.66	100.00	1190.1	0.00084024	3.4544	3.8242	22.711	43.246	83.721	1012.1	-0.016938	0.00026384	0.18204	liquid
218.83	100.00	1189.6	0.00084065	3.4686	3.8386	22.777	43.235	83.729	1010.9	-0.016892	0.00026311	0.18183	liquid
219.00	100.00	1189.0	0.00084105	3.4829	3.8530	22.843	43.223	83.737	1009.8	-0.016845	0.00026239	0.18162	liquid
219.18	100.00	1188.4	0.00084146	3.4971	3.8675	22.909	43.211	83.746	1008.6	-0.016797	0.00026166	0.18142	liquid
219.35	100.00	1187.8	0.00084188	3.5114	3.8819	22.975	43.200	83.755	1007.5	-0.016750	0.00026094	0.18121	liquid
219.52	100.00	1187.2	0.00084229	3.5256	3.8963	23.040	43.188	83.763	1006.3	-0.016702	0.00026022	0.18100	liquid
219.69	100.00	1186.7	0.00084270	3.5399	3.9108	23.106	43.177	83.772	1005.2	-0.016654	0.00025951	0.18079	liquid
219.87	100.00	1186.1	0.00084311	3.5541	3.9252	23.172	43.165	83.781	1004.0	-0.016606	0.00025879	0.18059	liquid
220.04	100.00	1185.5	0.00084352	3.5684	3.9396	23.237	43.154	83.790	1002.9	-0.016558	0.00025808	0.18038	liquid
220.21	100.00	1184.9	0.00084394	3.5827	3.9541	23.303	43.142	83.800	1001.7	-0.016509	0.00025737	0.18017	liquid
220.38	100.00	1184.3	0.00084435	3.5969	3.9685	23.369	43.131	83.809	1000.6	-0.016460	0.00025667	0.17997	liquid
220.56	100.00	1183.8	0.00084477	3.6112	3.9830	23.434	43.119	83.819	999.46	-0.016411	0.00025596	0.17976	liquid
220.73	100.00	1183.2	0.00084519	3.6255	3.9974	23.500	43.108	83.828	998.32	-0.016362	0.00025526	0.17955	liquid
220.90	100.00	1182.6	0.00084560	3.6397	4.0119	23.565	43.097	83.838	997.17	-0.016312	0.00025456	0.17935	liquid
221.07	100.00	1182.0	0.00084602	3.6540	4.0263	23.630	43.085	83.848	996.03	-0.016263	0.00025386	0.17914	liquid
221.25	100.00	1181.4	0.00084644	3.6683	4.0408	23.696	43.074	83.858	994.89	-0.016213	0.00025317	0.17893	liquid
221.42	100.00	1180.8	0.00084686	3.6825	4.0552	23.761	43.063	83.868	993.74	-0.016162	0.00025247	0.17873	liquid
221.59	100.00	1180.3	0.00084728	3.6968	4.0697	23.826	43.051	83.878	992.60	-0.016112	0.00025178	0.17852	liquid
221.76	100.00	1179.7	0.00084770	3.7111	4.0841	23.892	43.040	83.888	991.46	-0.016061	0.00025109	0.17831	liquid
221.93	100.00	1179.1	0.00084812	3.7253	4.0986	23.957	43.029	83.899	990.32	-0.016010	0.00025041	0.17811	liquid
222.11	100.00	1178.5	0.00084854	3.7396	4.1131	24.022	43.017	83.909	989.18	-0.015959	0.00024972	0.17790	liquid
222.28	100.00	1177.9	0.00084896	3.7539	4.1275	24.087	43.006	83.920	988.04	-0.015908	0.00024904	0.17770	liquid
222.45	100.00	1177.3	0.00084939	3.7682	4.1420	24.152	42.995	83.931	986.89	-0.015856	0.00024836	0.17749	liquid
222.62	100.00	1176.7	0.00084981	3.7824	4.1564	24.217	42.984	83.942	985.75	-0.015804	0.00024768	0.17729	liquid
222.80	100.00	1176.1	0.00085024	3.7967	4.1709	24.282	42.973	83.953	984.61	-0.015752	0.00024701	0.17708	liquid
222.97	100.00	1175.6	0.00085066	3.8110	4.1854	24.347	42.961	83.964	983.47	-0.015700	0.00024633	0.17687	liquid
223.14	100.00	1175.0	0.00085109	3.8253	4.1999	24.412	42.950	83.976	982.33	-0.015647	0.00024566	0.17667	liquid
223.31	100.00	1174.4	0.00085152	3.8396	4.2143	24.477	42.939	83.987	981.19	-0.015594	0.00024499	0.17646	liquid
223.49	100.00	1173.8	0.00085194	3.8539	4.2288	24.541	42.928	83.999	980.05	-0.015541	0.00024433	0.17626	liquid
223.66	100.00	1173.2	0.00085237	3.8682	4.2433	24.606	42.917	84.010	978.91	-0.015488	0.00024366	0.17605	liquid
223.83	100.00	1172.6	0.00085280	3.8824	4.2578	24.671	42.906	84.022	977.77	-0.015434	0.00024300	0.17585	liquid
224.00	100.00	1172.0	0.00085323	3.8967	4.2722	24.736	42.895	84.034	976.63	-0.015380	0.00024234	0.17564	liquid
224.18	100.00	1171.4	0.00085366	3.9110	4.2867	24.800	42.884	84.046	975.49	-0.015326	0.00024168	0.17544	liquid
224.35	100.00	1170.8	0.00085409	3.9253	4.3012	24.865	42.873	84.059	974.35	-0.015272	0.00024102	0.17523	liquid
224.52	100.00	1170.2	0.00085453	3.9396	4.3157	24.929	42.862	84.071	973.21	-0.015217	0.00024037	0.17503	liquid
224.69	100.00	1169.6	0.00085496	3.9539	4.3302	24.994	42.851	84.083	972.07	-0.015162	0.00023972	0.17482	liquid
224.86	100.00	1169.1	0.00085539	3.9682	4.3447	25.058	42.840	84.096	970.93	-0.015107	0.00023907	0.17462	liquid
225.04	100.00	1168.5	0.00085583	3.9825	4.3592	25.123	42.829	84.109	969.79	-0.015052	0.00023842	0.17441	liquid
225.21	100.00	1167.9	0.00085626	3.9968	4.3737	25.187	42.818	84.122	968.65	-0.014996	0.00023777	0.17421	liquid
225.38	100.00	1167.3	0.00085670	4.0111	4.3882	25.252	42.808	84.135	967.51	-0.014940	0.00023713	0.17401	liquid
225.55	100.00	1166.7	0.00085714	4.0255	4.4027	25.316	42.797	84.148	966.38	-0.014884	0.00023649	0.17380	liquid
225.73	100.00	1166.1	0.00085757	4.0398	4.4172	25.380	42.786	84.161	965.24	-0.014828	0.00023585	0.17360	liquid
225.90	100.00	1165.5	0.00085801	4.0541	4.4317	25.444	42.775	84.175	964.10	-0.014771	0.00023521	0.17339	liquid
226.07	100.00	1164.9	0.00085845	4.0684	4.4462	25.509	42.764	84.188	962.96	-0.014714	0.00023457	0.17319	liquid
226.24	100.00	1164.3	0.00085889	4.0827	4.4607	25.573	42.754	84.202	961.82	-0.014657	0.00023394	0.17299	liquid
226.42	100.00	1163.7	0.00085933	4.0970	4.4752	25.637	42.743	84.216	960.68	-0.014599	0.00023331	0.17278	liquid
226.59	100.00	1163.1	0.00085978	4.1113	4.4897	25.701	42.732	84.230	959.55	-0.014541	0.00023268	0.17258	liquid
226.76	100.00	1162.5	0.00086022	4.1257	4.5043	25.765	42.721	84.244	958.41	-0.014483	0.00023205	0.17237	liquid
226.93	100.00	1161.9	0.00086066	4.1400	4.5188	25.829	42.711	84.258	957.27	-0.014425	0.00023143	0.17217	liquid
227.11	100.00	1161.3	0.00086111	4.1543	4.5333	25.893	42.700	84.272	956.13	-0.014366	0.00023080	0.17197	liquid
227.28	100.00	1160.7	0.00086155	4.1687	4.5478	25.957	42.690	84.287	954.99	-0.014308	0.00023018	0.17176	liquid
227.45	100.00	1160.1	0.00086200	4.1830	4.5623	26.021	42.679	84.301	953.86	-0.014248	0.00022956	0.17156	liquid
227.62	100.00	1159.5	0.00086244	4.1973	4.5769	26.085	42.668	84.316	952.72	-0.014189	0.00022894	0.17136	liquid
227.79	100.00	1158.9	0.00086289	4.2117	4.5914	26.148	42.658	84.331	951.58	-0.014129	0.00022833	0.17115	liquid
227.97	100.00	1158.3	0.00086334	4.2260	4.6059	26.212	42.647	84.346	950.44	-0.014069	0.00022771	0.17095	liquid
228.14	100.00	1157.7	0.00086379	4.2403	4.6205	26.276	42.637	84.361	949.30	-0.014009	0.00022710	0.17075	liquid
228.31	100.00	1157.1	0.00086424	4.2547	4.6350	26.340	42.626	84.376	948.17	-0.013949	0.00022649	0.17055	liquid
228.48	100.00	1156.5	0.00086469	4.2690	4.6496	26.403	42.616	84.392	947.03	-0.013888	0.00022588	0.17034	liquid
228.66	100.00	1155.9	0.00086514	4.2834	4.6641	26.467	42.605	84.407	945.89	-0.013827	0.00022528	0.17014	liquid
228.83	100.00	1155.3	0.00086560	4.2977	4.6787	26.531	42.595	84.423	944.75	-0.013765	0.00022467	0.16994	liquid
229.00	100.00	1154.7	0.00086605	4.3121	4.6932	26.594	42.584	84.439	943.62	-0.013704	0.00022407	0.16973	liquid
229.17	100.00	1154.1	0.00086650	4.3264	4.7078	26.658	42.574	84.455	942.48	-0.013642	0.00022347	0.16953	liquid
229.35	100.00	1153.5	0.00086696	4.3408	4.7223	26.721	42.564	84.471	941.34	-0.013579	0.00022287	0.16933	liquid
229.52	100.00	1152.9	0.00086741	4.3551	4.7369	26.785	42.553	84.487	940.20	-0.013517	0.00022227	0.16913	liquid
229.69	100.00	1152.2	0.00086787	4.3695	4.7514	26.848	42.543	84.504	939.07	-0.013454	0.00022168	0.16892	liquid
229.86	100.00	1151.6	0.00086833	4.3839	4.7660	26.912	42.533	84.520	937.93	-0.013391	0.00022108	0.16872	liquid
230.04	100.00	1151.0	0.00086879	4.3982	4.7806	26.975	42.522	84.537	936.79	-0.013327	0.00022049	0.16852	liquid
230.21	100.00	1150.4	0.00086925	4.4126	4.7952	27.038	42.512	84.554	935.65	-0.013264	0.00021990	0.16832	liquid
230.38	100.00	1149.8	0.00086971	4.4270	4.8097	27.101	42.502	84.571	934.52	-0.013200	0.00021931	0.16812	liquid
230.55	100.00	1149.2	0.00087017	4.4413	4.8243	27.165	42.492	84.588	933.38	-0.013135	0.00021873	0.16791	liquid
230.72	100.00	1148.6	0.00087063	4.4557	4.8389	27.228	42.482	84.605	932.24	-0.013071	0.00021814	0.16771	liquid
230.90	100.00	1148.0	0.00087109	4.4701	4.8535	27.291	42.471	84.623	931.10	-0.013006	0.00021756	0.16751	liquid
231.07	100.00	1147.4	0.00087156	4.4845	4.8681	27.354	42.461	84.640	929.97	-0.012941	0.00021698	0.16731	liquid
231.24	100.00	1146.8	0.00087202	4.4989	4.8826	27.417	42.451	84.658	928.83	-0.012875	0.00021640	0.16711	liquid
231.41	100.00	1146.1	0.00087249	4.5133	4.8972	27.480	42.441	84.676	927.69	-0.012809	0.00021583	0.16690	liquid
231.59	100.00	1145.5	0.00087296	4.5276	4.9118	27.544	42.431	84.694	926.56	-0.012743	0.00021525	0.16670	liquid
231.76	100.00	1144.9	0.00087342	4.5420	4.9264	27.607	42.421	84.712	925.42	-0.012677	0.00021468	0.16650	liquid
231.93	100.00	1144.3	0.00087389	4.5564	4.9410	27.670	42.411	84.731	924.28	-0.012610	0.00021411	0.16630	liquid
232.10	100.00	1143.7	0.00087436	4.5708	4.9556	27.732	42.401	84.749	923.14	-0.012543	0.00021354	0.16610	liquid
232.28	100.00	1143.1	0.00087483	4.5852	4.9702	27.795	42.391	84.768	922.00	-0.012475	0.00021297	0.16590	liquid
232.45	100.00	1142.5	0.00087530	4.5996	4.9849	27.858	42.381	84.786	920.87	-0.012408	0.00021240	0.16570	liquid
232.62	100.00	1141.8	0.00087578	4.6140	4.9995	27.921	42.371	84.805	919.73	-0.012339	0.00021184	0.16550	liquid
232.79	100.00	1141.2	0.00087625	4.6285	5.0141	27.984	42.361	84.824	918.59	-0.012271	0.00021127	0.16529	liquid
232.96	100.00	1140.6	0.00087672	4.6429	5.0287	28.047	42.351	84.844	917.45	-0.012202	0.00021071	0.16509	liquid
233.14	100.00	1140.0	0.00087720	4.6573	5.0433	28.109	42.341	84.863	916.32	-0.012133	0.00021015	0.16489	liquid
233.31	100.00	1139.4	0.00087767	4.6717	5.0580	28.172	42.331	84.883	915.18	-0.012064	0.00020960	0.16469	liquid
233.48	100.00	1138.8	0.00087815	4.6861	5.0726	28.235	42.321	84.902	914.04	-0.011994	0.00020904	0.16449	liquid
233.65	100.00	1138.1	0.00087863	4.7005	5.0872	28.298	42.312	84.922	912.90	-0.011924	0.00020849	0.16429	liquid
233.83	100.00	1137.5	0.00087911	4.7150	5.1019	28.360	42.302	84.942	911.76	-0.011854	0.00020793	0.16409	liquid
234.00	100.00	1136.9	0.00087959	4.7294	5.1165	28.423	42.292	84.962	910.63	-0.011783	0.00020738	0.16389	liquid
234.17	100.00	1136.3	0.00088007	4.7438	5.1311	28.485	42.282	84.983	909.49	-0.011712	0.00020683	0.16369	liquid
234.34	100.00	1135.7	0.00088055	4.7583	5.1458	28.548	42.273	85.003	908.35	-0.011641	0.00020629	0.16349	liquid
234.52	100.00	1135.0	0.00088103	4.7727	5.1604	28.610	42.263	85.024	907.21	-0.011569	0.00020574	0.16329	liquid
234.69	100.00	1134.4	0.00088152	4.7871	5.1751	28.673	42.253	85.045	906.07	-0.011497	0.00020520	0.16309	liquid
234.86	100.00	1133.8	0.00088200	4.8016	5.1898	28.735	42.244	85.066	904.93	-0.011425	0.00020465	0.16289	liquid
235.03	100.00	1133.2	0.00088249	4.8160	5.2044	28.798	42.234	85.087	903.79	-0.011352	0.00020411	0.16269	liquid
235.21	100.00	1132.5	0.00088297	4.8305	5.2191	28.860	42.224	85.108	902.65	-0.011279	0.00020357	0.16249	liquid
235.38	100.00	1131.9	0.00088346	4.8450	5.2338	28.922	42.215	85.129	901.52	-0.011206	0.00020303	0.16229	liquid
235.55	100.00	1131.3	0.00088395	4.8594	5.2484	28.985	42.205	85.151	900.38	-0.011132	0.00020250	0.16209	liquid
235.72	100.00	1130.7	0.00088444	4.8739	5.2631	29.047	42.196	85.173	899.24	-0.011058	0.00020196	0.16189	liquid
235.89	100.00	1130.0	0.00088493	4.8883	5.2778	29.109	42.186	85.195	898.10	-0.010984	0.00020143	0.16169	liquid
236.07	100.00	1129.4	0.00088542	4.9028	5.2925	29.171	42.177	85.217	896.96	-0.010909	0.00020090	0.16149	liquid
236.24	100.00	1128.8	0.00088591	4.9173	5.3072	29.234	42.167	85.239	895.82	-0.010834	0.00020037	0.16129	liquid
236.41	100.00	1128.1	0.00088641	4.9318	5.3219	29.296	42.158	85.262	894.68	-0.010758	0.00019984	0.16109	liquid
236.58	100.00	1127.5	0.00088690	4.9462	5.3366	29.358	42.148	85.284	893.54	-0.010682	0.00019932	0.16089	liquid
236.76	100.00	1126.9	0.00088740	4.9607	5.3513	29.420	42.139	85.307	892.40	-0.010606	0.00019879	0.16069	liquid
236.93	100.00	1126.3	0.00088790	4.9752	5.3660	29.482	42.129	85.330	891.26	-0.010529	0.00019827	0.16049	liquid
237.10	100.00	1125.6	0.00088839	4.9897	5.3807	29.544	42.120	85.353	890.12	-0.010452	0.00019775	0.16029	liquid
237.27	100.00	1125.0	0.00088889	5.0042	5.3954	29.606	42.111	85.376	888.98	-0.010375	0.00019723	0.16009	liquid
237.45	100.00	1124.4	0.00088939	5.0187	5.4101	29.668	42.101	85.400	887.84	-0.010297	0.00019671	0.15989	liquid
237.62	100.00	1123.7	0.00088989	5.0332	5.4248	29.730	42.092	85.423	886.70	-0.010219	0.00019619	0.15969	liquid
237.79	100.00	1123.1	0.00089040	5.0477	5.4395	29.792	42.083	85.447	885.56	-0.010141	0.00019567	0.15949	liquid
237.96	100.00	1122.5	0.00089090	5.0622	5.4543	29.854	42.074	85.471	884.41	-0.010062	0.00019516	0.15929	liquid
238.14	100.00	1121.8	0.00089140	5.0767	5.4690	29.916	42.064	85.495	883.27	-0.0099827	0.00019465	0.15910	liquid
238.31	100.00	1121.2	0.00089191	5.0912	5.4837	29.978	42.055	85.519	882.13	-0.0099031	0.00019414	0.15890	liquid
238.48	100.00	1120.6	0.00089241	5.1057	5.4985	30.040	42.046	85.544	880.99	-0.0098232	0.00019363	0.15870	liquid
238.65	100.00	1119.9	0.00089292	5.1203	5.5132	30.101	42.037	85.569	879.85	-0.0097428	0.00019312	0.15850	liquid
238.82	100.00	1119.3	0.00089343	5.1348	5.5280	30.163	42.028	85.593	878.71	-0.0096621	0.00019261	0.15830	liquid
239.00	100.00	1118.6	0.00089394	5.1493	5.5427	30.225	42.019	85.618	877.56	-0.0095809	0.00019211	0.15810	liquid
239.17	100.00	1118.0	0.00089445	5.1638	5.5575	30.287	42.009	85.644	876.42	-0.0094994	0.00019161	0.15790	liquid
239.34	100.00	1117.4	0.00089496	5.1784	5.5723	30.348	42.000	85.669	875.28	-0.0094175	0.00019110	0.15770	liquid
239.51	100.00	1116.7	0.00089548	5.1929	5.5870	30.410	41.991	85.694	874.14	-0.0093352	0.00019060	0.15751	liquid
239.69	100.00	1116.1	0.00089599	5.2075	5.6018	30.472	41.982	85.720	872.99	-0.0092525	0.00019010	0.15731	liquid
239.86	100.00	1115.4	0.00089651	5.2220	5.6166	30.533	41.973	85.746	871.85	-0.0091694	0.00018961	0.15711	liquid
240.03	100.00	1114.8	0.00089702	5.2366	5.6313	30.595	41.964	85.772	870.71	-0.0090859	0.00018911	0.15691	liquid
240.20	100.00	1114.2	0.00089754	5.2511	5.6461	30.657	41.955	85.798	869.56	-0.0090020	0.00018862	0.15671	liquid
240.38	100.00	1113.5	0.00089806	5.2657	5.6609	30.718	41.947	85.825	868.42	-0.0089176	0.00018812	0.15651	liquid
240.55	100.00	1112.9	0.00089858	5.2803	5.6757	30.780	41.938	85.852	867.27	-0.0088329	0.00018763	0.15632	liquid
240.72	100.00	1112.2	0.00089910	5.2948	5.6905	30.841	41.929	85.878	866.13	-0.0087478	0.00018714	0.15612	liquid
240.89	100.00	1111.6	0.00089962	5.3094	5.7053	30.903	41.920	85.905	864.98	-0.0086622	0.00018665	0.15592	liquid
241.07	100.00	1110.9	0.00090014	5.3240	5.7201	30.964	41.911	85.933	863.84	-0.0085762	0.00018617	0.15572	liquid
241.24	100.00	1110.3	0.00090067	5.3386	5.7349	31.025	41.902	85.960	862.69	-0.0084899	0.00018568	0.15552	liquid
241.41	100.00	1109.6	0.00090119	5.3531	5.7498	31.087	41.894	85.988	861.55	-0.0084030	0.00018520	0.15532	liquid
241.58	100.00	1109.0	0.00090172	5.3677	5.7646	31.148	41.885	86.015	860.40	-0.0083158	0.00018471	0.15513	liquid
241.75	100.00	1108.3	0.00090225	5.3823	5.7794	31.210	41.876	86.043	859.26	-0.0082282	0.00018423	0.15493	liquid
241.93	100.00	1107.7	0.00090278	5.3969	5.7942	31.271	41.867	86.071	858.11	-0.0081401	0.00018375	0.15473	liquid
242.10	100.00	1107.0	0.00090331	5.4115	5.8091	31.332	41.859	86.100	856.96	-0.0080516	0.00018327	0.15453	liquid
242.27	100.00	1106.4	0.00090384	5.4261	5.8239	31.394	41.850	86.128	855.82	-0.0079626	0.00018279	0.15434	liquid
242.44	100.00	1105.7	0.00090437	5.4407	5.8388	31.455	41.841	86.157	854.67	-0.0078732	0.00018232	0.15414	liquid
242.62	100.00	1105.1	0.00090491	5.4554	5.8536	31.516	41.833	86.186	853.52	-0.0077834	0.00018184	0.15394	liquid
242.79	100.00	1104.4	0.00090544	5.4700	5.8685	31.577	41.824	86.215	852.38	-0.0076931	0.00018137	0.15374	liquid
242.96	100.00	1103.8	0.00090598	5.4846	5.8833	31.638	41.816	86.244	851.23	-0.0076024	0.00018090	0.15355	liquid
243.13	100.00	1103.1	0.00090652	5.4992	5.8982	31.700	41.807	86.274	850.08	-0.0075113	0.00018043	0.15335	liquid
243.31	100.00	1102.5	0.00090705	5.5139	5.9131	31.761	41.799	86.304	848.93	-0.0074197	0.00017996	0.15315	liquid
243.48	100.00	1101.8	0.00090759	5.5285	5.9279	31.822	41.790	86.334	847.78	-0.0073276	0.00017949	0.15295	liquid
243.65	100.00	1101.2	0.00090814	5.5432	5.9428	31.883	41.782	86.364	846.63	-0.0072351	0.00017902	0.15276	liquid
243.82	100.00	1100.5	0.00090868	5.5578	5.9577	31.944	41.773	86.394	845.48	-0.0071422	0.00017856	0.15256	liquid
244.00	100.00	1099.8	0.00090922	5.5725	5.9726	32.005	41.765	86.425	844.34	-0.0070488	0.00017810	0.15236	liquid
244.17	100.00	1099.2	0.00090977	5.5871	5.9875	32.066	41.756	86.455	843.19	-0.0069549	0.00017763	0.15217	liquid
244.34	100.00	1098.5	0.00091031	5.6018	6.0024	32.127	41.748	86.486	842.04	-0.0068605	0.00017717	0.15197	liquid
244.51	100.00	1097.9	0.00091086	5.6164	6.0173	32.188	41.740	86.517	840.88	-0.0067657	0.00017671	0.15177	liquid
244.68	100.00	1097.2	0.00091141	5.6311	6.0322	32.249	41.731	86.549	839.73	-0.0066704	0.00017625	0.15157	liquid
244.86	100.00	1096.5	0.00091196	5.6458	6.0471	32.310	41.723	86.580	838.58	-0.0065747	0.00017580	0.15138	liquid
245.03	100.00	1095.9	0.00091251	5.6605	6.0621	32.371	41.715	86.612	837.43	-0.0064785	0.00017534	0.15118	liquid
245.20	100.00	1095.2	0.00091306	5.6752	6.0770	32.432	41.707	86.644	836.28	-0.0063817	0.00017489	0.15098	liquid
245.37	100.00	1094.5	0.00091362	5.6899	6.0919	32.493	41.698	86.676	835.13	-0.0062846	0.00017443	0.15079	liquid
245.55	100.00	1093.9	0.00091417	5.7045	6.1069	32.554	41.690	86.709	833.97	-0.0061869	0.00017398	0.15059	liquid
245.72	100.00	1093.2	0.00091473	5.7193	6.1218	32.614	41.682	86.741	832.82	-0.0060887	0.00017353	0.15039	liquid
245.89	100.00	1092.6	0.00091529	5.7340	6.1368	32.675	41.674	86.774	831.67	-0.0059901	0.00017308	0.15020	liquid
246.06	100.00	1091.9	0.00091585	5.7487	6.1517	32.736	41.666	86.807	830.51	-0.0058909	0.00017263	0.15000	liquid
246.24	100.00	1091.2	0.00091641	5.7634	6.1667	32.797	41.658	86.840	829.36	-0.0057913	0.00017219	0.14980	liquid
246.41	100.00	1090.5	0.00091697	5.7781	6.1817	32.858	41.650	86.874	828.20	-0.0056911	0.00017174	0.14961	liquid
246.58	100.00	1089.9	0.00091753	5.7928	6.1966	32.918	41.642	86.908	827.05	-0.0055905	0.00017130	0.14941	liquid
246.75	100.00	1089.2	0.00091810	5.8076	6.2116	32.979	41.634	86.942	825.89	-0.0054894	0.00017085	0.14922	liquid
246.93	100.00	1088.5	0.00091867	5.8223	6.2266	33.040	41.626	86.976	824.74	-0.0053877	0.00017041	0.14902	liquid
247.10	100.00	1087.9	0.00091923	5.8371	6.2416	33.101	41.618	87.010	823.58	-0.0052855	0.00016997	0.14882	liquid
247.27	100.00	1087.2	0.00091980	5.8518	6.2566	33.161	41.610	87.045	822.43	-0.0051828	0.00016953	0.14863	liquid
247.44	100.00	1086.5	0.00092037	5.8666	6.2716	33.222	41.602	87.080	821.27	-0.0050796	0.00016909	0.14843	liquid
247.61	100.00	1085.8	0.00092094	5.8813	6.2866	33.283	41.594	87.115	820.11	-0.0049759	0.00016865	0.14823	liquid
247.79	100.00	1085.2	0.00092152	5.8961	6.3016	33.343	41.586	87.150	818.95	-0.0048717	0.00016822	0.14804	liquid
247.96	100.00	1084.5	0.00092209	5.9108	6.3167	33.404	41.578	87.185	817.80	-0.0047669	0.00016778	0.14784	liquid
248.13	100.00	1083.8	0.00092267	5.9256	6.3317	33.464	41.570	87.221	816.64	-0.0046616	0.00016735	0.14765	liquid
248.30	100.00	1083.1	0.00092325	5.9404	6.3467	33.525	41.563	87.257	815.48	-0.0045558	0.00016692	0.14745	liquid
248.48	100.00	1082.5	0.00092382	5.9552	6.3618	33.586	41.555	87.293	814.32	-0.0044494	0.00016649	0.14725	liquid
248.65	100.00	1081.8	0.00092440	5.9700	6.3768	33.646	41.547	87.330	813.16	-0.0043425	0.00016606	0.14706	liquid
248.82	100.00	1081.1	0.00092499	5.9848	6.3919	33.707	41.539	87.367	812.00	-0.0042350	0.00016563	0.14686	liquid
248.99	100.00	1080.4	0.00092557	5.9996	6.4069	33.767	41.532	87.403	810.84	-0.0041270	0.00016520	0.14667	liquid
249.17	100.00	1079.7	0.00092615	6.0144	6.4220	33.828	41.524	87.441	809.68	-0.0040184	0.00016478	0.14647	liquid
249.34	100.00	1079.1	0.00092674	6.0292	6.4371	33.888	41.517	87.478	808.52	-0.0039093	0.00016435	0.14628	liquid
249.51	100.00	1078.4	0.00092733	6.0440	6.4521	33.949	41.509	87.516	807.35	-0.0037996	0.00016393	0.14608	liquid
249.68	100.00	1077.7	0.00092792	6.0589	6.4672	34.009	41.501	87.554	806.19	-0.0036894	0.00016351	0.14588	liquid
249.85	100.00	1077.0	0.00092851	6.0737	6.4823	34.069	41.494	87.592	805.03	-0.0035786	0.00016308	0.14569	liquid
250.03	100.00	1076.3	0.00092910	6.0885	6.4974	34.130	41.486	87.630	803.86	-0.0034672	0.00016266	0.14549	liquid
250.20	100.00	1075.6	0.00092969	6.1034	6.5125	34.190	41.479	87.669	802.70	-0.0033553	0.00016224	0.14530	liquid
250.37	100.00	1074.9	0.00093029	6.1182	6.5276	34.251	41.471	87.708	801.53	-0.0032428	0.00016183	0.14510	liquid
250.54	100.00	1074.2	0.00093088	6.1331	6.5428	34.311	41.464	87.747	800.37	-0.0031297	0.00016141	0.14491	liquid
250.72	100.00	1073.6	0.00093148	6.1479	6.5579	34.371	41.457	87.786	799.20	-0.0030160	0.00016099	0.14471	liquid
250.89	100.00	1072.9	0.00093208	6.1628	6.5730	34.432	41.449	87.826	798.04	-0.0029017	0.00016058	0.14452	liquid
251.06	100.00	1072.2	0.00093268	6.1777	6.5882	34.492	41.442	87.866	796.87	-0.0027868	0.00016017	0.14432	liquid
251.23	100.00	1071.5	0.00093329	6.1926	6.6033	34.552	41.435	87.906	795.70	-0.0026714	0.00015975	0.14413	liquid
251.41	100.00	1070.8	0.00093389	6.2075	6.6185	34.613	41.427	87.946	794.54	-0.0025553	0.00015934	0.14393	liquid
251.58	100.00	1070.1	0.00093450	6.2224	6.6336	34.673	41.420	87.987	793.37	-0.0024387	0.00015893	0.14374	liquid
251.75	100.00	1069.4	0.00093510	6.2373	6.6488	34.733	41.413	88.028	792.20	-0.0023214	0.00015852	0.14354	liquid
251.92	100.00	1068.7	0.00093571	6.2522	6.6640	34.793	41.406	88.069	791.03	-0.0022035	0.00015812	0.14335	liquid
252.10	100.00	1068.0	0.00093632	6.2671	6.6791	34.854	41.399	88.111	789.86	-0.0020850	0.00015771	0.14315	liquid
252.27	100.00	1067.3	0.00093694	6.2820	6.6943	34.914	41.391	88.152	788.69	-0.0019659	0.00015730	0.14296	liquid
252.44	100.00	1066.6	0.00093755	6.2969	6.7095	34.974	41.384	88.194	787.52	-0.0018462	0.00015690	0.14276	liquid
252.61	100.00	1065.9	0.00093817	6.3119	6.7247	35.034	41.377	88.237	786.35	-0.0017258	0.00015649	0.14257	liquid
252.78	100.00	1065.2	0.00093878	6.3268	6.7399	35.094	41.370	88.279	785.17	-0.0016048	0.00015609	0.14237	liquid
252.96	100.00	1064.5	0.00093940	6.3417	6.7552	35.155	41.363	88.322	784.00	-0.0014831	0.00015569	0.14218	liquid
253.13	100.00	1063.8	0.00094002	6.3567	6.7704	35.215	41.356	88.365	782.83	-0.0013609	0.00015529	0.14198	liquid
253.30	100.00	1063.1	0.00094065	6.3716	6.7856	35.275	41.349	88.408	781.65	-0.0012379	0.00015489	0.14179	liquid
