Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
252.59	19.355	1034.3	0.00096688	6.6614	6.7438	36.447	41.136	95.018	711.91	0.0083828	0.00014096	0.13348	0.0084898	50.759	0.019701	17.551	19.229	85.878	33.341	56.306	220.56	1.7540	1.2894e-05	0.015404
252.78	19.470	1033.4	0.00096769	6.6789	6.7618	36.516	41.131	95.111	710.43	0.0085898	0.00014053	0.13325	0.0084505	51.074	0.019579	17.551	19.229	85.836	33.380	56.452	220.51	1.7506	1.2907e-05	0.015436
252.96	19.584	1032.5	0.00096851	6.6962	6.7797	36.585	41.126	95.204	708.96	0.0087973	0.00014010	0.13303	0.0084114	51.390	0.019459	17.551	19.228	85.795	33.419	56.599	220.46	1.7473	1.2920e-05	0.015469
253.15	19.698	1031.6	0.00096933	6.7135	6.7976	36.654	41.121	95.297	707.49	0.0090053	0.00013968	0.13281	0.0083725	51.706	0.019340	17.551	19.227	85.754	33.457	56.746	220.41	1.7439	1.2932e-05	0.015501
253.34	19.813	1030.8	0.00097014	6.7308	6.8154	36.722	41.116	95.391	706.03	0.0092140	0.00013926	0.13258	0.0083339	52.022	0.019223	17.551	19.227	85.713	33.496	56.894	220.35	1.7406	1.2945e-05	0.015534
253.53	19.927	1029.9	0.00097096	6.7480	6.8331	36.790	41.112	95.485	704.57	0.0094232	0.00013884	0.13236	0.0082954	52.338	0.019106	17.551	19.226	85.673	33.535	57.042	220.30	1.7373	1.2957e-05	0.015566
253.71	20.041	1029.0	0.00097177	6.7651	6.8508	36.858	41.107	95.579	703.12	0.0096329	0.00013842	0.13214	0.0082571	52.655	0.018991	17.550	19.225	85.632	33.573	57.190	220.25	1.7341	1.2970e-05	0.015598
253.90	20.156	1028.2	0.00097259	6.7822	6.8685	36.926	41.103	95.674	701.66	0.0098433	0.00013801	0.13192	0.0082190	52.972	0.018878	17.550	19.225	85.592	33.612	57.339	220.20	1.7308	1.2982e-05	0.015631
254.08	20.270	1027.3	0.00097340	6.7992	6.8860	36.993	41.099	95.769	700.22	0.010054	0.00013760	0.13170	0.0081811	53.290	0.018765	17.550	19.224	85.552	33.651	57.488	220.14	1.7276	1.2995e-05	0.015663
254.27	20.384	1026.5	0.00097421	6.8162	6.9036	37.060	41.095	95.864	698.77	0.010266	0.00013720	0.13149	0.0081434	53.608	0.018654	17.550	19.223	85.511	33.689	57.638	220.09	1.7244	1.3007e-05	0.015696
254.45	20.499	1025.6	0.00097503	6.8331	6.9210	37.127	41.091	95.960	697.33	0.010478	0.00013679	0.13127	0.0081059	53.927	0.018544	17.550	19.222	85.472	33.728	57.788	220.03	1.7212	1.3020e-05	0.015729
254.63	20.613	1024.8	0.00097584	6.8499	6.9384	37.193	41.087	96.056	695.90	0.010691	0.00013639	0.13105	0.0080686	54.245	0.018435	17.549	19.222	85.432	33.766	57.939	219.98	1.7181	1.3032e-05	0.015761
254.82	20.727	1023.9	0.00097665	6.8667	6.9558	37.259	41.083	96.152	694.46	0.010904	0.00013599	0.13084	0.0080315	54.565	0.018327	17.549	19.221	85.392	33.805	58.090	219.93	1.7149	1.3045e-05	0.015794
255.00	20.842	1023.1	0.00097746	6.8834	6.9731	37.325	41.079	96.249	693.03	0.011118	0.00013560	0.13062	0.0079945	54.884	0.018220	17.549	19.220	85.353	33.843	58.242	219.87	1.7118	1.3057e-05	0.015827
255.18	20.956	1022.2	0.00097827	6.9001	6.9903	37.391	41.076	96.347	691.61	0.011332	0.00013521	0.13041	0.0079578	55.204	0.018115	17.548	19.219	85.313	33.882	58.394	219.82	1.7087	1.3069e-05	0.015859
255.36	21.070	1021.4	0.00097909	6.9167	7.0075	37.456	41.073	96.444	690.19	0.011547	0.00013482	0.13020	0.0079212	55.524	0.018010	17.548	19.218	85.274	33.920	58.547	219.76	1.7056	1.3082e-05	0.015892
255.54	21.185	1020.5	0.00097990	6.9332	7.0246	37.521	41.069	96.542	688.77	0.011763	0.00013443	0.12999	0.0078848	55.845	0.017907	17.548	19.217	85.235	33.958	58.700	219.71	1.7025	1.3094e-05	0.015925
255.71	21.299	1019.7	0.00098071	6.9497	7.0417	37.586	41.066	96.641	687.35	0.011979	0.00013404	0.12978	0.0078485	56.166	0.017804	17.547	19.216	85.196	33.997	58.854	219.65	1.6995	1.3107e-05	0.015958
255.89	21.413	1018.8	0.00098152	6.9662	7.0587	37.651	41.063	96.739	685.94	0.012196	0.00013366	0.12957	0.0078125	56.488	0.017703	17.547	19.215	85.158	34.035	59.008	219.60	1.6964	1.3119e-05	0.015991
256.07	21.528	1018.0	0.00098233	6.9826	7.0757	37.715	41.060	96.838	684.53	0.012414	0.00013328	0.12936	0.0077766	56.810	0.017603	17.547	19.214	85.119	34.073	59.163	219.54	1.6934	1.3131e-05	0.016024
256.24	21.642	1017.2	0.00098313	6.9989	7.0926	37.779	41.057	96.938	683.13	0.012632	0.00013290	0.12915	0.0077409	57.132	0.017503	17.546	19.213	85.080	34.111	59.318	219.48	1.6904	1.3144e-05	0.016057
256.42	21.756	1016.3	0.00098394	7.0152	7.1095	37.843	41.055	97.038	681.72	0.012851	0.00013253	0.12894	0.0077054	57.455	0.017405	17.546	19.212	85.042	34.150	59.473	219.43	1.6874	1.3156e-05	0.016090
256.59	21.871	1015.5	0.00098475	7.0315	7.1263	37.907	41.052	97.138	680.33	0.013071	0.00013216	0.12874	0.0076700	57.778	0.017308	17.545	19.211	85.004	34.188	59.630	219.37	1.6845	1.3168e-05	0.016123
256.77	21.985	1014.7	0.00098556	7.0477	7.1430	37.970	41.050	97.239	678.93	0.013291	0.00013178	0.12853	0.0076348	58.101	0.017211	17.545	19.210	84.966	34.226	59.786	219.31	1.6815	1.3180e-05	0.016156
256.94	22.099	1013.8	0.00098637	7.0638	7.1598	38.033	41.048	97.340	677.54	0.013511	0.00013142	0.12832	0.0075998	58.425	0.017116	17.544	19.209	84.928	34.264	59.944	219.26	1.6786	1.3193e-05	0.016189
257.11	22.214	1013.0	0.00098718	7.0799	7.1764	38.096	41.045	97.441	676.15	0.013733	0.00013105	0.12812	0.0075649	58.749	0.017021	17.544	19.208	84.890	34.302	60.101	219.20	1.6757	1.3205e-05	0.016222
257.29	22.328	1012.2	0.00098798	7.0960	7.1931	38.159	41.043	97.543	674.76	0.013955	0.00013069	0.12792	0.0075302	59.074	0.016928	17.543	19.207	84.852	34.340	60.260	219.14	1.6728	1.3217e-05	0.016256
257.46	22.442	1011.3	0.00098879	7.1120	7.2096	38.222	41.041	97.645	673.38	0.014178	0.00013033	0.12771	0.0074956	59.399	0.016835	17.543	19.205	84.815	34.378	60.418	219.09	1.6699	1.3229e-05	0.016289
257.63	22.557	1010.5	0.00098960	7.1279	7.2262	38.284	41.040	97.748	672.00	0.014401	0.00012997	0.12751	0.0074613	59.725	0.016743	17.542	19.204	84.777	34.416	60.578	219.03	1.6670	1.3242e-05	0.016322
257.80	22.671	1009.7	0.00099041	7.1438	7.2426	38.346	41.038	97.851	670.62	0.014625	0.00012961	0.12731	0.0074270	60.051	0.016653	17.541	19.203	84.740	34.454	60.738	218.97	1.6642	1.3254e-05	0.016356
257.97	22.785	1008.9	0.00099121	7.1597	7.2591	38.408	41.037	97.954	669.24	0.014850	0.00012926	0.12711	0.0073930	60.377	0.016563	17.541	19.202	84.702	34.492	60.898	218.91	1.6613	1.3266e-05	0.016389
258.14	22.899	1008.0	0.00099202	7.1755	7.2755	38.469	41.035	98.058	667.87	0.015075	0.00012890	0.12691	0.0073591	60.704	0.016473	17.540	19.200	84.665	34.530	61.059	218.85	1.6585	1.3278e-05	0.016423
258.31	23.014	1007.2	0.00099283	7.1912	7.2918	38.530	41.034	98.162	666.50	0.015301	0.00012855	0.12671	0.0073253	61.031	0.016385	17.540	19.199	84.628	34.568	61.220	218.80	1.6557	1.3291e-05	0.016456
258.47	23.128	1006.4	0.00099364	7.2070	7.3081	38.592	41.033	98.267	665.13	0.015528	0.00012820	0.12651	0.0072917	61.359	0.016298	17.539	19.198	84.591	34.606	61.382	218.74	1.6529	1.3303e-05	0.016490
258.64	23.242	1005.6	0.00099444	7.2226	7.3243	38.653	41.032	98.372	663.77	0.015755	0.00012786	0.12632	0.0072582	61.687	0.016211	17.538	19.196	84.555	34.644	61.545	218.68	1.6501	1.3315e-05	0.016524
258.81	23.357	1004.8	0.00099525	7.2383	7.3406	38.713	41.031	98.478	662.41	0.015983	0.00012751	0.12612	0.0072250	62.016	0.016125	17.538	19.195	84.518	34.682	61.708	218.62	1.6473	1.3327e-05	0.016557
258.97	23.471	1004.0	0.00099606	7.2538	7.3567	38.774	41.030	98.584	661.05	0.016212	0.00012717	0.12592	0.0071918	62.345	0.016040	17.537	19.194	84.481	34.719	61.872	218.56	1.6446	1.3339e-05	0.016591
259.14	23.585	1003.1	0.00099686	7.2694	7.3728	38.834	41.030	98.690	659.69	0.016442	0.00012683	0.12573	0.0071588	62.674	0.015956	17.536	19.192	84.445	34.757	62.036	218.50	1.6419	1.3351e-05	0.016625
259.30	23.700	1002.3	0.00099767	7.2849	7.3889	38.894	41.029	98.797	658.34	0.016672	0.00012649	0.12553	0.0071260	63.004	0.015872	17.535	19.191	84.409	34.795	62.201	218.44	1.6391	1.3364e-05	0.016659
259.47	23.814	1001.5	0.00099848	7.3003	7.4050	38.954	41.029	98.904	656.99	0.016903	0.00012616	0.12534	0.0070932	63.334	0.015789	17.535	19.190	84.372	34.832	62.367	218.38	1.6364	1.3376e-05	0.016693
259.63	23.928	1000.7	0.00099928	7.3157	7.4209	39.014	41.029	99.012	655.64	0.017134	0.00012582	0.12515	0.0070607	63.665	0.015707	17.534	19.188	84.336	34.870	62.533	218.32	1.6337	1.3388e-05	0.016727
259.79	24.043	999.91	0.0010001	7.3311	7.4369	39.073	41.029	99.120	654.29	0.017367	0.00012549	0.12495	0.0070283	63.996	0.015626	17.533	19.187	84.300	34.908	62.699	218.26	1.6311	1.3400e-05	0.016761
259.96	24.157	999.10	0.0010009	7.3464	7.4528	39.132	41.029	99.228	652.95	0.017600	0.00012516	0.12476	0.0069960	64.327	0.015545	17.532	19.185	84.264	34.945	62.867	218.20	1.6284	1.3412e-05	0.016795
260.12	24.271	998.30	0.0010017	7.3617	7.4687	39.192	41.029	99.337	651.60	0.017833	0.00012483	0.12457	0.0069639	64.659	0.015466	17.532	19.184	84.228	34.983	63.034	218.14	1.6257	1.3424e-05	0.016830
260.28	24.386	997.50	0.0010025	7.3769	7.4845	39.250	41.030	99.447	650.26	0.018068	0.00012450	0.12438	0.0069319	64.992	0.015387	17.531	19.182	84.193	35.020	63.203	218.08	1.6231	1.3436e-05	0.016864
260.44	24.500	996.69	0.0010033	7.3921	7.5003	39.309	41.030	99.556	648.93	0.018303	0.00012418	0.12419	0.0069000	65.325	0.015308	17.530	19.180	84.157	35.058	63.372	218.02	1.6205	1.3449e-05	0.016898
260.60	24.614	995.89	0.0010041	7.4073	7.5160	39.368	41.031	99.667	647.59	0.018539	0.00012385	0.12400	0.0068683	65.658	0.015230	17.529	19.179	84.121	35.095	63.542	217.96	1.6179	1.3461e-05	0.016933
260.76	24.729	995.09	0.0010049	7.4224	7.5318	39.426	41.032	99.778	646.26	0.018776	0.00012353	0.12381	0.0068367	65.992	0.015153	17.528	19.177	84.086	35.133	63.712	217.90	1.6153	1.3473e-05	0.016967
260.92	24.843	994.29	0.0010057	7.4375	7.5474	39.484	41.033	99.889	644.93	0.019013	0.00012321	0.12363	0.0068053	66.326	0.015077	17.527	19.176	84.051	35.170	63.883	217.84	1.6127	1.3485e-05	0.017002
261.08	24.957	993.50	0.0010065	7.4525	7.5631	39.542	41.034	100.00	643.60	0.019251	0.00012289	0.12344	0.0067740	66.661	0.015001	17.526	19.174	84.015	35.208	64.054	217.78	1.6101	1.3497e-05	0.017036
261.24	25.072	992.70	0.0010074	7.4675	7.5786	39.600	41.035	100.11	642.28	0.019490	0.00012258	0.12325	0.0067428	66.996	0.014926	17.525	19.172	83.980	35.245	64.227	217.72	1.6075	1.3509e-05	0.017071
261.39	25.186	991.90	0.0010082	7.4825	7.5942	39.657	41.036	100.23	640.96	0.019730	0.00012226	0.12307	0.0067118	67.332	0.014852	17.524	19.171	83.945	35.282	64.399	217.65	1.6050	1.3521e-05	0.017106
261.55	25.300	991.11	0.0010090	7.4974	7.6097	39.715	41.038	100.34	639.63	0.019970	0.00012195	0.12288	0.0066809	67.668	0.014778	17.524	19.169	83.910	35.319	64.573	217.59	1.6024	1.3533e-05	0.017141
261.71	25.415	990.32	0.0010098	7.5123	7.6252	39.772	41.039	100.45	638.32	0.020211	0.00012164	0.12269	0.0066501	68.005	0.014705	17.523	19.167	83.875	35.357	64.747	217.53	1.5999	1.3545e-05	0.017176
261.86	25.529	989.52	0.0010106	7.5271	7.6406	39.829	41.041	100.57	637.00	0.020453	0.00012133	0.12251	0.0066194	68.342	0.014632	17.522	19.166	83.840	35.394	64.922	217.47	1.5974	1.3558e-05	0.017211
262.02	25.643	988.73	0.0010114	7.5419	7.6561	39.886	41.043	100.68	635.69	0.020696	0.00012102	0.12233	0.0065889	68.679	0.014560	17.521	19.164	83.806	35.431	65.097	217.41	1.5949	1.3570e-05	0.017246
262.17	25.758	987.94	0.0010122	7.5567	7.6714	39.943	41.045	100.80	634.37	0.020939	0.00012072	0.12214	0.0065585	69.017	0.014489	17.520	19.162	83.771	35.468	65.273	217.34	1.5924	1.3582e-05	0.017281
262.33	25.872	987.15	0.0010130	7.5714	7.6868	39.999	41.047	100.91	633.06	0.021183	0.00012041	0.12196	0.0065283	69.356	0.014418	17.518	19.160	83.736	35.506	65.450	217.28	1.5899	1.3594e-05	0.017316
262.48	25.986	986.37	0.0010138	7.5861	7.7021	40.056	41.050	101.03	631.76	0.021428	0.00012011	0.12178	0.0064981	69.695	0.014348	17.517	19.158	83.702	35.543	65.628	217.22	1.5875	1.3606e-05	0.017351
262.64	26.101	985.58	0.0010146	7.6008	7.7173	40.112	41.052	101.14	630.45	0.021674	0.00011981	0.12160	0.0064681	70.034	0.014279	17.516	19.157	83.667	35.580	65.806	217.16	1.5850	1.3618e-05	0.017387
262.79	26.215	984.79	0.0010154	7.6154	7.7326	40.168	41.055	101.26	629.15	0.021921	0.00011951	0.12142	0.0064382	70.374	0.014210	17.515	19.155	83.633	35.617	65.985	217.09	1.5826	1.3630e-05	0.017422
262.94	26.329	984.01	0.0010163	7.6300	7.7477	40.224	41.057	101.38	627.85	0.022168	0.00011921	0.12124	0.0064084	70.715	0.014141	17.514	19.153	83.599	35.654	66.164	217.03	1.5801	1.3642e-05	0.017458
263.09	26.443	983.22	0.0010171	7.6445	7.7629	40.279	41.060	101.50	626.55	0.022416	0.00011891	0.12106	0.0063788	71.056	0.014073	17.513	19.151	83.565	35.691	66.345	216.97	1.5777	1.3654e-05	0.017493
263.24	26.558	982.44	0.0010179	7.6591	7.7780	40.335	41.063	101.61	625.25	0.022665	0.00011862	0.12088	0.0063493	71.397	0.014006	17.512	19.149	83.531	35.728	66.526	216.91	1.5753	1.3666e-05	0.017529
263.40	26.672	981.66	0.0010187	7.6735	7.7931	40.390	41.066	101.73	623.95	0.022915	0.00011832	0.12070	0.0063199	71.739	0.013939	17.511	19.147	83.497	35.765	66.707	216.84	1.5729	1.3679e-05	0.017565
263.55	26.786	980.88	0.0010195	7.6880	7.8082	40.445	41.070	101.85	622.66	0.023166	0.00011803	0.12052	0.0062906	72.081	0.013873	17.510	19.145	83.463	35.802	66.890	216.78	1.5705	1.3691e-05	0.017601
263.70	26.901	980.10	0.0010203	7.7024	7.8232	40.501	41.073	101.97	621.37	0.023417	0.00011774	0.12034	0.0062614	72.424	0.013808	17.509	19.143	83.429	35.839	67.073	216.72	1.5681	1.3703e-05	0.017637
263.85	27.015	979.32	0.0010211	7.7168	7.8382	40.555	41.077	102.09	620.08	0.023670	0.00011745	0.12017	0.0062324	72.768	0.013742	17.507	19.141	83.395	35.876	67.257	216.65	1.5657	1.3715e-05	0.017673
263.99	27.129	978.54	0.0010219	7.7311	7.8532	40.610	41.080	102.21	618.79	0.023923	0.00011716	0.11999	0.0062035	73.112	0.013678	17.506	19.139	83.361	35.913	67.441	216.59	1.5634	1.3727e-05	0.017709
264.14	27.244	977.76	0.0010227	7.7455	7.8681	40.665	41.084	102.34	617.51	0.024177	0.00011688	0.11982	0.0061746	73.456	0.013614	17.505	19.137	83.328	35.949	67.627	216.52	1.5610	1.3739e-05	0.017745
264.29	27.358	976.99	0.0010236	7.7598	7.8830	40.719	41.088	102.46	616.23	0.024431	0.00011659	0.11964	0.0061459	73.801	0.013550	17.504	19.135	83.294	35.986	67.813	216.46	1.5587	1.3751e-05	0.017781
264.44	27.472	976.21	0.0010244	7.7740	7.8979	40.773	41.092	102.58	614.95	0.024687	0.00011631	0.11947	0.0061174	74.146	0.013487	17.502	19.133	83.261	36.023	68.000	216.40	1.5564	1.3763e-05	0.017818
264.59	27.587	975.44	0.0010252	7.7882	7.9127	40.828	41.096	102.70	613.67	0.024944	0.00011602	0.11929	0.0060889	74.492	0.013424	17.501	19.131	83.227	36.060	68.187	216.33	1.5540	1.3775e-05	0.017854
264.73	27.701	974.66	0.0010260	7.8024	7.9275	40.882	41.100	102.83	612.39	0.025201	0.00011574	0.11912	0.0060605	74.839	0.013362	17.500	19.129	83.194	36.097	68.376	216.27	1.5517	1.3787e-05	0.017891
264.88	27.815	973.89	0.0010268	7.8166	7.9423	40.935	41.105	102.95	611.12	0.025459	0.00011546	0.11895	0.0060323	75.186	0.013300	17.499	19.127	83.160	36.134	68.565	216.20	1.5494	1.3800e-05	0.017927
265.03	27.930	973.12	0.0010276	7.8307	7.9570	40.989	41.110	103.08	609.84	0.025718	0.00011519	0.11877	0.0060042	75.533	0.013239	17.497	19.125	83.127	36.170	68.755	216.14	1.5471	1.3812e-05	0.017964
265.17	28.044	972.34	0.0010284	7.8448	7.9717	41.043	41.114	103.20	608.57	0.025978	0.00011491	0.11860	0.0059762	75.881	0.013178	17.496	19.123	83.094	36.207	68.946	216.07	1.5449	1.3824e-05	0.018001
265.32	28.158	971.57	0.0010293	7.8588	7.9864	41.096	41.119	103.33	607.30	0.026239	0.00011463	0.11843	0.0059482	76.230	0.013118	17.495	19.120	83.061	36.244	69.138	216.01	1.5426	1.3836e-05	0.018038
265.46	28.273	970.80	0.0010301	7.8729	8.0010	41.149	41.124	103.46	606.04	0.026501	0.00011436	0.11826	0.0059204	76.579	0.013058	17.493	19.118	83.028	36.280	69.330	215.94	1.5403	1.3848e-05	0.018075
265.61	28.387	970.03	0.0010309	7.8869	8.0157	41.202	41.129	103.58	604.77	0.026763	0.00011408	0.11809	0.0058927	76.928	0.012999	17.492	19.116	82.995	36.317	69.523	215.88	1.5381	1.3860e-05	0.018112
265.75	28.501	969.27	0.0010317	7.9009	8.0303	41.255	41.134	103.71	603.51	0.027027	0.00011381	0.11792	0.0058652	77.279	0.012940	17.491	19.114	82.962	36.354	69.717	215.81	1.5358	1.3872e-05	0.018149
265.89	28.616	968.50	0.0010325	7.9148	8.0448	41.308	41.140	103.84	602.25	0.027291	0.00011354	0.11775	0.0058377	77.629	0.012882	17.489	19.112	82.929	36.390	69.912	215.75	1.5336	1.3885e-05	0.018187
266.04	28.730	967.73	0.0010333	7.9287	8.0594	41.361	41.145	103.97	600.99	0.027556	0.00011327	0.11758	0.0058103	77.980	0.012824	17.488	19.109	82.896	36.427	70.108	215.68	1.5314	1.3897e-05	0.018224
266.18	28.844	966.96	0.0010342	7.9426	8.0739	41.413	41.151	104.10	599.73	0.027823	0.00011301	0.11741	0.0057830	78.332	0.012766	17.486	19.107	82.864	36.464	70.305	215.62	1.5291	1.3909e-05	0.018261
266.32	28.959	966.20	0.0010350	7.9564	8.0884	41.466	41.156	104.23	598.48	0.028090	0.00011274	0.11724	0.0057559	78.684	0.012709	17.485	19.105	82.831	36.500	70.502	215.55	1.5269	1.3921e-05	0.018299
266.46	29.073	965.43	0.0010358	7.9703	8.1028	41.518	41.162	104.36	597.23	0.028358	0.00011247	0.11707	0.0057288	79.037	0.012652	17.484	19.102	82.798	36.537	70.701	215.49	1.5247	1.3933e-05	0.018337
266.60	29.187	964.67	0.0010366	7.9841	8.1172	41.570	41.168	104.49	595.97	0.028627	0.00011221	0.11691	0.0057019	79.391	0.012596	17.482	19.100	82.766	36.573	70.900	215.42	1.5225	1.3945e-05	0.018375
266.75	29.302	963.90	0.0010374	7.9978	8.1316	41.622	41.174	104.62	594.73	0.028896	0.00011194	0.11674	0.0056750	79.745	0.012540	17.481	19.098	82.733	36.610	71.100	215.36	1.5204	1.3958e-05	0.018413
266.89	29.416	963.14	0.0010383	8.0116	8.1460	41.674	41.180	104.76	593.48	0.029167	0.00011168	0.11657	0.0056483	80.099	0.012485	17.479	19.095	82.701	36.647	71.301	215.29	1.5182	1.3970e-05	0.018451
267.03	29.530	962.38	0.0010391	8.0253	8.1603	41.726	41.187	104.89	592.23	0.029439	0.00011142	0.11641	0.0056216	80.454	0.012429	17.478	19.093	82.669	36.683	71.503	215.22	1.5160	1.3982e-05	0.018489
267.17	29.645	961.62	0.0010399	8.0390	8.1746	41.778	41.193	105.02	590.99	0.029712	0.00011116	0.11624	0.0055951	80.810	0.012375	17.476	19.091	82.636	36.720	71.706	215.16	1.5138	1.3994e-05	0.018527
267.31	29.759	960.86	0.0010407	8.0526	8.1889	41.829	41.200	105.16	589.75	0.029985	0.00011090	0.11608	0.0055686	81.166	0.012320	17.475	19.088	82.604	36.756	71.910	215.09	1.5117	1.4006e-05	0.018565
267.44	29.873	960.10	0.0010416	8.0663	8.2032	41.881	41.206	105.29	588.51	0.030260	0.00011065	0.11591	0.0055423	81.523	0.012267	17.473	19.086	82.572	36.793	72.114	215.02	1.5095	1.4019e-05	0.018604
267.58	29.987	959.34	0.0010424	8.0799	8.2174	41.932	41.213	105.43	587.27	0.030536	0.00011039	0.11575	0.0055161	81.880	0.012213	17.472	19.083	82.540	36.829	72.320	214.96	1.5074	1.4031e-05	0.018642
267.72	30.102	958.58	0.0010432	8.0934	8.2316	41.983	41.220	105.57	586.04	0.030812	0.00011013	0.11559	0.0054899	82.238	0.012160	17.470	19.081	82.508	36.866	72.526	214.89	1.5053	1.4043e-05	0.018681
267.86	30.216	957.82	0.0010440	8.1070	8.2458	42.034	41.227	105.70	584.80	0.031090	0.00010988	0.11542	0.0054639	82.596	0.012107	17.468	19.078	82.476	36.902	72.734	214.82	1.5032	1.4055e-05	0.018720
268.00	30.330	957.06	0.0010449	8.1205	8.2600	42.085	41.234	105.84	583.57	0.031368	0.00010963	0.11526	0.0054379	82.955	0.012055	17.467	19.076	82.444	36.939	72.942	214.76	1.5010	1.4067e-05	0.018759
268.13	30.445	956.30	0.0010457	8.1340	8.2741	42.136	41.241	105.98	582.34	0.031648	0.00010938	0.11510	0.0054121	83.315	0.012003	17.465	19.073	82.412	36.975	73.152	214.69	1.4989	1.4080e-05	0.018798
268.27	30.559	955.54	0.0010465	8.1475	8.2882	42.186	41.248	106.12	581.12	0.031928	0.00010912	0.11494	0.0053863	83.675	0.011951	17.464	19.071	82.380	37.012	73.362	214.62	1.4968	1.4092e-05	0.018837
268.41	30.673	954.79	0.0010474	8.1609	8.3023	42.237	41.256	106.26	579.89	0.032210	0.00010888	0.11477	0.0053606	84.036	0.011900	17.462	19.068	82.348	37.048	73.574	214.56	1.4948	1.4104e-05	0.018876
268.54	30.788	954.03	0.0010482	8.1744	8.3164	42.287	41.263	106.40	578.67	0.032493	0.00010863	0.11461	0.0053351	84.397	0.011849	17.460	19.066	82.316	37.085	73.786	214.49	1.4927	1.4117e-05	0.018916
268.68	30.902	953.28	0.0010490	8.1878	8.3304	42.338	41.271	106.54	577.44	0.032776	0.00010838	0.11445	0.0053096	84.759	0.011798	17.459	19.063	82.284	37.121	73.999	214.42	1.4906	1.4129e-05	0.018955
268.81	31.016	952.52	0.0010498	8.2011	8.3444	42.388	41.278	106.68	576.23	0.033061	0.00010813	0.11429	0.0052842	85.122	0.011748	17.457	19.061	82.252	37.158	74.214	214.36	1.4885	1.4141e-05	0.018995
268.95	31.131	951.77	0.0010507	8.2145	8.3584	42.438	41.286	106.82	575.01	0.033346	0.00010789	0.11413	0.0052589	85.485	0.011698	17.455	19.058	82.221	37.194	74.429	214.29	1.4865	1.4153e-05	0.019034
269.08	31.245	951.01	0.0010515	8.2278	8.3724	42.488	41.294	106.97	573.79	0.033633	0.00010764	0.11397	0.0052337	85.849	0.011648	17.454	19.055	82.189	37.231	74.646	214.22	1.4844	1.4166e-05	0.019074
269.22	31.359	950.26	0.0010523	8.2411	8.3863	42.538	41.302	107.11	572.58	0.033921	0.00010740	0.11382	0.0052086	86.213	0.011599	17.452	19.053	82.158	37.267	74.863	214.15	1.4824	1.4178e-05	0.019114
269.35	31.474	949.51	0.0010532	8.2544	8.4002	42.587	41.310	107.26	571.37	0.034209	0.00010716	0.11366	0.0051836	86.578	0.011550	17.450	19.050	82.126	37.304	75.082	214.08	1.4803	1.4190e-05	0.019154
269.48	31.588	948.75	0.0010540	8.2676	8.4141	42.637	41.318	107.40	570.16	0.034499	0.00010691	0.11350	0.0051587	86.943	0.011502	17.448	19.047	82.095	37.340	75.301	214.02	1.4783	1.4203e-05	0.019195
269.62	31.702	948.00	0.0010548	8.2808	8.4280	42.686	41.327	107.55	568.95	0.034790	0.00010667	0.11334	0.0051339	87.309	0.011454	17.447	19.045	82.063	37.377	75.522	213.95	1.4762	1.4215e-05	0.019235
269.75	31.817	947.25	0.0010557	8.2940	8.4419	42.736	41.335	107.69	567.74	0.035082	0.00010643	0.11318	0.0051091	87.676	0.011406	17.445	19.042	82.032	37.413	75.744	213.88	1.4742	1.4228e-05	0.019275
269.88	31.931	946.50	0.0010565	8.3072	8.4557	42.785	41.343	107.84	566.54	0.035375	0.00010620	0.11303	0.0050845	88.044	0.011358	17.443	19.039	82.000	37.450	75.967	213.81	1.4722	1.4240e-05	0.019316
270.01	32.045	945.75	0.0010574	8.3204	8.4695	42.834	41.352	107.99	565.34	0.035669	0.00010596	0.11287	0.0050599	88.412	0.011311	17.441	19.036	81.969	37.486	76.191	213.74	1.4702	1.4252e-05	0.019357
270.15	32.160	945.00	0.0010582	8.3335	8.4833	42.883	41.361	108.14	564.14	0.035964	0.00010572	0.11271	0.0050354	88.780	0.011264	17.439	19.034	81.938	37.523	76.416	213.68	1.4682	1.4265e-05	0.019398
270.28	32.274	944.25	0.0010590	8.3466	8.4970	42.932	41.369	108.29	562.94	0.036261	0.00010548	0.11256	0.0050110	89.149	0.011217	17.438	19.031	81.907	37.559	76.642	213.61	1.4662	1.4277e-05	0.019439
270.41	32.388	943.50	0.0010599	8.3597	8.5108	42.981	41.378	108.44	561.74	0.036558	0.00010525	0.11240	0.0049867	89.519	0.011171	17.436	19.028	81.875	37.596	76.870	213.54	1.4642	1.4290e-05	0.019480
270.54	32.503	942.75	0.0010607	8.3728	8.5245	43.030	41.387	108.59	560.55	0.036857	0.00010502	0.11225	0.0049625	89.890	0.011125	17.434	19.025	81.844	37.632	77.098	213.47	1.4622	1.4302e-05	0.019521
